1	1.171418	-0.148833	0.161964	0.003248	0.049480
2	0.896289	-0.130913	-0.018476	0.090745	-0.030967
3	1.045560	0.111650	0.122020	-0.078103	-0.042329
4	0.996100	0.065586	0.183251	0.124482	0.033832
5	0.970940	-0.115672	0.060907	-0.028503	-0.092764
6	1.213024	-0.065320	-0.138154	-0.008164	-0.076597
7	0.896809	-0.139027	-0.055465	-0.036073	0.023469
8	1.055190	0.244902	-0.085378	0.030898	0.068625
9	0.925090	-0.060870	0.081099	0.010924	0.065820
10	1.057261	-0.071680	-0.121101	-0.154937	-0.029941
11	1.025115	-0.025203	0.028476	0.114345	0.135237
12	1.109380	0.013839	-0.048340	-0.047938	-0.074519
13	1.097418	-0.100943	0.166899	0.053286	0.034681
14	0.872418	-0.166014	-0.014948	0.128593	0.085981
15	0.962109	-0.035027	-0.070718	0.244332	-0.059487
16	0.997713	0.015599	-0.038668	0.060331	-0.073299
17	0.885208	-0.008673	-0.026299	-0.052042	-0.096973
18	1.020787	-0.011260	-0.068093	0.033576	-0.065851
19	1.169060	0.026790	0.148991	-0.061090	-0.075843
20	0.955518	-0.236157	0.172047	0.048509	-0.001796
21	0.901297	0.095823	0.001030	0.243489	0.201884
22	0.859505	-0.007242	0.156325	0.107343	0.106603
23	0.994260	0.057073	-0.066269	-0.123535	-0.126146
24	0.861526	0.014018	-0.077436	-0.033346	-0.034411
25	0.960168	0.011864	0.114241	0.096095	0.162628
26	1.000954	0.154484	-0.048984	0.059987	0.113223
27	0.959186	0.056566	-0.186458	-0.031371	0.045324
28	1.072277	0.044953	0.111634	0.005608	0.004514
29	1.168956	-0.104228	0.023029	-0.236862	-0.082734
30	0.916481	-0.164468	0.053903	0.016417	0.127193
31	1.066088	-0.002047	0.005706	-0.002242	-0.063974
32	1.047816	-0.041948	-0.075547	-0.138981	-0.010996
33	1.076313	0.111919	0.015941	0.070961	-0.069924
34	0.979870	0.088580	0.082154	0.040159	-0.163226
35	1.278405	0.139543	-0.123091	-0.001184	0.007152
36	1.047757	0.038026	-0.171336	-0.120327	-0.090361
37	1.087563	-0.009693	0.031650	0.013915	0.050260
38	1.074868	0.107853	-0.163597	0.174436	-0.067697
39	0.960329	-0.067395	0.093061	-0.104044	-0.062155
40	0.991736	-0.053554	-0.074672	-0.104984	0.081774
41	0.970105	-0.036447	0.016417	-0.101290	-0.230093
42	0.860031	0.046366	0.026270	-0.009192	-0.074759
43	0.968953	0.016011	0.016349	-0.144208	0.094643
44	1.016207	0.048283	0.153968	0.087500	0.001825
45	0.896520	0.207604	0.101275	0.031138	-0.260169
46	0.977512	-0.013615	0.019664	0.045014	0.037435
47	1.184724	-0.235413	0.105012	0.104712	-0.035920
48	1.070449	-0.116693	-0.057296	-0.074836	0.017974
49	1.165298	0.224921	0.116726	-0.081298	0.033088
50	0.851566	-0.203336	-0.034975	0.014224	0.018184
51	0.924401	0.187617	-0.093998	-0.130080	-0.009222
52	0.897334	-0.012207	-0.114977	0.064286	0.034730
53	1.101660	0.142308	0.196991	-0.144254	0.150257
54	0.925073	0.111425	-0.032324	0.067276	0.150716
55	1.172596	0.054589	-0.106606	-0.048156	0.050406
56	0.981549	0.144010	0.052216	0.013663	-0.036558
57	1.047775	0.053797	-0.058698	0.056158	-0.135006
58	1.039657	-0.094849	0.047101	0.106637	-0.201250
59	1.050256	-0.126275	-0.086637	0.036922	0.096740
60	0.947914	0.123731	-0.160927	0.146284	0.194441
61	1.147403	-0.333021	-0.042788	0.016978	-0.093824
62	0.935661	-0.042524	-0.169460	0.080887	0.257631
63	0.974597	-0.139103	0.013227	0.124719	0.101471
64	1.020992	-0.061954	0.262995	0.056230	0.060315
65	1.227442	0.021544	-0.026198	0.032254	-0.004683
66	1.142694	0.097382	0.198232	-0.001346	0.132490
67	0.957101	0.070301	-0.023152	-0.160732	0.067105
